OrderID,OrderDate,CustomerName,Region,ProductCategory,ProductName,Quantity,UnitPrice,Discount,SalesRep,,,,
ORD-487,06/13/2026,Bluth Company,E,Furniture,Ergonomic Chair,9,100.17,0.1,Jordan Lee,,,,
ORD-488,01/08/2026,Umbrella LLC,South,Furniture,Desk Lamp,9,96.52,0.1,Maria Chen,,,,
ORD-489,05/05/2026,Oceanic Airlines,West,Electronics,Wireless Mouse,16,317.11,0,Jordan Lee,,,,
ORD-490,07/15/2026,Wayne Enterprises,W,Office Supplies,Binder Clips,11,74.29,0,Sam Okafor,,,,
ORD-491,10/17/2026,Massive Dynamic,N,Office Supplies,Highlighter Set,16,23.92,0.05,Priya Sharma,,,,
ORD-492,11/11/2026,Wayne Enterprises,East,Office Supplies,Highlighter Set,1,9.61,0,Alex Kim,,,,
ORD-493,09/02/2026,Tyrell Corp,South,Office Supplies,Pen Set,11,51.82,0,Alex Kim,,,,
ORD-494,09/29/2026,Pied Piper,South,Office Supplies,Paper Ream,3,33.29,0.15,Sam Okafor,,,,
ORD-495,10/17/2026,Pied Piper,South,Furniture,Coat Rack,16,83.72,0.2,Alex Kim,,,,
ORD-496,10/11/2026,Wonka Industries,West,Furniture,Ergonomic Chair,20,392.52,0.15,Alex Kim,,,,
ORD-497,09/10/2026,Hooli,South,Electronics,"Monitor 27""",15,190.62,0.15,Maria Chen,,,,
ORD-498,10/22/2026,Oceanic Airlines,East,Office Supplies,Desk Organizer,3,54.1,0.15,Priya Sharma,,,,
ORD-499,05/30/2026,Globex Inc,N,Office Supplies,Pen Set,10,78.44,0.05,Sam Okafor,,,,
ORD-500,12/25/2026,Cyberdyne Systems,W,Office Supplies,Tape Dispenser,7,60.96,0.2,Priya Sharma,,,,
